image_id,pred_label,pred_score,error_type,best_iou,matched_gt_label
456303,0,0.9698235392570496,localization,0.45794692635536194,0.0
79034,2,0.8953805565834045,duplicate,0.626934289932251,2.0
79034,2,0.8256206512451172,localization,0.2748677134513855,2.0
79034,2,0.8158376812934875,duplicate,0.7570651769638062,2.0
79034,2,0.8006788492202759,localization,0.3038327395915985,2.0
79034,2,0.7452236413955688,localization,0.16417276859283447,2.0
79034,2,0.7167362570762634,localization,0.18940025568008423,2.0
79034,2,0.7135982513427734,localization,0.25263693928718567,2.0
79034,2,0.6942523121833801,background,0.0,
79034,2,0.6554750800132751,localization,0.26281610131263733,2.0
79034,2,0.5369274616241455,duplicate,0.558429479598999,2.0
79034,2,0.5010905861854553,background,0.0,
79034,2,0.38554131984710693,background,0.0,
15597,0,0.7221577167510986,background,0.0,
193245,0,0.8324241638183594,background,0.0,
193245,0,0.8215854167938232,localization,0.13216979801654816,0.0
193245,0,0.7722861170768738,localization,0.3875112235546112,0.0
193245,0,0.7706887125968933,background,0.05103825405240059,
193245,0,0.7654897570610046,localization,0.37395042181015015,0.0
193245,0,0.7427908778190613,duplicate,0.6231505274772644,0.0
193245,0,0.6889095306396484,localization,0.39538896083831787,0.0
193245,0,0.6525959372520447,localization,0.21846230328083038,0.0
193245,0,0.6056596040725708,localization,0.3023841977119446,0.0
193245,0,0.4802834987640381,localization,0.43990588188171387,0.0
193245,0,0.4629324972629547,background,0.0,
193245,0,0.4579178988933563,localization,0.1610182374715805,0.0
193245,0,0.35796505212783813,duplicate,0.5347244739532471,0.0
193245,0,0.31246426701545715,background,0.0,
174371,0,0.9260141253471375,background,0.08470316231250763,
174371,0,0.8371960520744324,duplicate,0.9557027220726013,0.0
174371,0,0.5619773864746094,duplicate,0.6822186708450317,0.0
174371,0,0.34445369243621826,localization,0.36864903569221497,0.0
161032,0,0.925177276134491,localization,0.3461860418319702,0.0
524108,3,0.9085054397583008,duplicate,0.8515728116035461,3.0
524108,0,0.8896865248680115,cls+loc,0.19195622205734253,3.0
524108,3,0.8705313205718994,duplicate,0.8872364163398743,3.0
524108,3,0.8212986588478088,localization,0.41939452290534973,3.0
524108,3,0.7939766049385071,localization,0.4962807893753052,3.0
524108,3,0.7746754288673401,duplicate,0.8264747262001038,3.0
524108,3,0.7724764347076416,localization,0.3337562680244446,3.0
524108,3,0.7116593718528748,duplicate,0.5154519081115723,3.0
524108,3,0.6379207372665405,duplicate,0.607339084148407,3.0
524108,3,0.635805606842041,localization,0.3925938904285431,3.0
524108,3,0.628007709980011,localization,0.3493066132068634,3.0
524108,3,0.6186277866363525,localization,0.2373524308204651,3.0
524108,3,0.596977710723877,duplicate,0.6460804343223572,3.0
524108,3,0.586359441280365,localization,0.4093044698238373,3.0
524108,3,0.5070579051971436,duplicate,0.8355569243431091,3.0
524108,3,0.4978909492492676,duplicate,0.5020298361778259,3.0
524108,3,0.4598035514354706,duplicate,0.5651232600212097,3.0
524108,3,0.4563893675804138,duplicate,0.5862282514572144,3.0
524108,3,0.43951407074928284,duplicate,0.5391494631767273,3.0
524108,3,0.4356398582458496,localization,0.4719884991645813,3.0
524108,3,0.4166770875453949,duplicate,0.6086313128471375,3.0
524108,3,0.40984511375427246,duplicate,0.7582871913909912,3.0
524108,3,0.4009389579296112,localization,0.4715261161327362,3.0
524108,3,0.3995094895362854,localization,0.424377977848053,3.0
524108,3,0.3955128788948059,duplicate,0.6917495727539062,3.0
524108,3,0.36323732137680054,duplicate,0.5313926339149475,3.0
524108,3,0.36261579394340515,duplicate,0.8945205211639404,3.0
524108,3,0.3506755530834198,duplicate,0.6130598187446594,3.0
524108,3,0.34161490201950073,localization,0.37203356623649597,3.0
524108,3,0.32857009768486023,localization,0.3882048428058624,3.0
478862,0,0.9571599364280701,background,0.0,
478862,0,0.8869508504867554,background,0.05611467733979225,
478862,0,0.8517757058143616,background,0.0,
478862,0,0.8445220589637756,background,0.041757650673389435,
478862,0,0.792813777923584,background,0.0,
478862,0,0.7200435996055603,localization,0.46466684341430664,0.0
478862,0,0.7110424041748047,localization,0.23468509316444397,0.0
478862,0,0.6934804320335388,background,0.0,
478862,0,0.6924287676811218,background,0.0,
478862,0,0.6824352741241455,background,0.021413156762719154,
478862,0,0.6550101041793823,duplicate,0.6958065032958984,0.0
478862,0,0.6209712028503418,background,0.04356767609715462,
478862,0,0.6053985357284546,localization,0.36661460995674133,0.0
478862,0,0.4838685393333435,localization,0.27499282360076904,0.0
478862,0,0.46254241466522217,background,0.0,
478862,0,0.44173556566238403,localization,0.257476806640625,0.0
478862,0,0.3978251516819,localization,0.21375444531440735,0.0
478862,0,0.3856561481952667,background,0.06442062556743622,
478862,0,0.3034195899963379,background,0.069342702627182,
528578,0,0.8495508432388306,background,0.0,
528578,0,0.34947940707206726,background,0.0,
528578,0,0.34218984842300415,background,0.0,
528578,0,0.33140841126441956,background,0.0,
528578,0,0.311135470867157,background,0.0,
389566,2,0.5369837284088135,background,0.0,
60835,2,0.7918713092803955,background,0.05299822613596916,
422670,0,0.9399641156196594,background,0.01059030368924141,
422670,0,0.8791587352752686,localization,0.3726767599582672,0.0
422670,0,0.5011329650878906,localization,0.2380811721086502,0.0
302452,0,0.9203845262527466,duplicate,0.5064258575439453,0.0
302452,0,0.7831050753593445,localization,0.37721413373947144,0.0
302452,0,0.7744237184524536,duplicate,0.65432208776474,0.0
302452,0,0.7514297962188721,duplicate,0.5346965193748474,0.0
302452,0,0.749258279800415,background,0.07763378322124481,
302452,0,0.6946829557418823,localization,0.40214577317237854,0.0
302452,0,0.6274566650390625,localization,0.11268063634634018,0.0
302452,0,0.5550563335418701,localization,0.19996687769889832,0.0
18491,0,0.7919735312461853,duplicate,0.8111619353294373,0.0
18491,0,0.4785110652446747,duplicate,0.5296947956085205,0.0
18491,0,0.44273999333381653,duplicate,0.5176806449890137,0.0
18491,0,0.3843928575515747,duplicate,0.709384560585022,0.0
18491,0,0.368975430727005,localization,0.33161064982414246,0.0
18491,0,0.36336374282836914,duplicate,0.5661430954933167,0.0
157767,0,0.9540777206420898,background,0.040530744940042496,
157767,0,0.7710429430007935,localization,0.4617753326892853,0.0
157767,0,0.7677668929100037,duplicate,0.7058697938919067,0.0
157767,0,0.686760663986206,localization,0.17829777300357819,0.0
157767,0,0.6198855042457581,localization,0.32703039050102234,0.0
157767,0,0.5379256010055542,localization,0.11761948466300964,0.0
157767,0,0.38693663477897644,localization,0.3267468810081482,0.0
157767,0,0.3358772397041321,localization,0.3305974006652832,0.0
166391,2,0.9120930433273315,background,0.0,
166391,2,0.9001502990722656,classification,0.8326408267021179,5.0
166391,2,0.8983978033065796,duplicate,0.5705558061599731,2.0
166391,2,0.897440493106842,classification,0.5765753984451294,5.0
166391,2,0.8866769671440125,background,0.0,
166391,2,0.8774521946907043,classification,0.8721755146980286,5.0
166391,2,0.8557469844818115,classification,0.6833394765853882,5.0
166391,2,0.8516190052032471,duplicate,0.6451006531715393,2.0
166391,2,0.8488972187042236,classification,0.8355697393417358,5.0
166391,2,0.8458496332168579,localization,0.3174856901168823,2.0
166391,2,0.8399487733840942,localization,0.34940415620803833,2.0
166391,2,0.8318522572517395,background,0.0,
166391,2,0.8230175375938416,localization,0.21309305727481842,2.0
166391,2,0.8005691766738892,background,0.0,
166391,2,0.7477745413780212,localization,0.27118852734565735,2.0
166391,2,0.7412002086639404,background,0.0,
166391,2,0.7191792130470276,background,0.03267357870936394,
166391,2,0.7054672241210938,duplicate,0.5250130295753479,2.0
166391,2,0.6165552735328674,background,0.0,
166391,2,0.5415091514587402,duplicate,0.7927007079124451,2.0
166391,2,0.5085552930831909,localization,0.38559478521347046,2.0
166391,2,0.4694325625896454,classification,0.6489289402961731,5.0
166391,2,0.4674343168735504,localization,0.3059487044811249,2.0
166391,2,0.44130775332450867,duplicate,0.534358024597168,2.0
166391,2,0.43445271253585815,cls+loc,0.420783132314682,5.0
166391,2,0.430910587310791,background,0.026822179555892944,
166391,2,0.39013081789016724,background,0.0014524557627737522,
166391,2,0.3536834716796875,background,0.0,
166391,2,0.33804139494895935,classification,0.8277217745780945,5.0
166391,2,0.3371528089046478,background,0.0,
166391,2,0.30339714884757996,background,0.0,
428562,0,0.9593031406402588,localization,0.47323158383369446,0.0
428562,0,0.566718339920044,background,0.0,
428562,6,0.30253922939300537,background,0.0,
144333,2,0.5714876651763916,localization,0.4597885012626648,2.0
144333,2,0.46796655654907227,localization,0.11756853759288788,2.0
144333,2,0.4431801736354828,localization,0.2658748924732208,2.0
144333,2,0.3561869263648987,background,0.08405055105686188,
144333,2,0.33359387516975403,localization,0.4146004021167755,2.0
508917,0,0.9701157212257385,background,0.09509627521038055,
508917,0,0.9162543416023254,background,0.0,
508917,0,0.9041059613227844,duplicate,0.6598237752914429,0.0
508917,0,0.8871867656707764,duplicate,0.7961336374282837,0.0
508917,0,0.8685024380683899,duplicate,0.6404923796653748,0.0
508917,0,0.8462690114974976,duplicate,0.6875287890434265,0.0
508917,0,0.6491730213165283,duplicate,0.5505683422088623,0.0
508917,0,0.4312008321285248,duplicate,0.7814332842826843,0.0
508917,0,0.4288155138492584,duplicate,0.5996633768081665,0.0
508917,0,0.42061275243759155,duplicate,0.7035005688667297,0.0
508917,0,0.4149487018585205,localization,0.4240237772464752,0.0
508917,0,0.36671140789985657,localization,0.2176039218902588,0.0
508917,0,0.30583199858665466,localization,0.223565012216568,0.0
462904,0,0.9514653086662292,duplicate,0.6996193528175354,0.0
462904,0,0.9232740998268127,duplicate,0.8227180242538452,0.0
462904,0,0.9073318839073181,duplicate,0.7777181267738342,0.0
462904,0,0.9068440198898315,duplicate,0.6561775207519531,0.0
462904,0,0.8714310526847839,localization,0.4298492968082428,0.0
462904,0,0.840840220451355,duplicate,0.9176711440086365,0.0
462904,0,0.7953946590423584,localization,0.21406279504299164,0.0
462904,0,0.7932862043380737,localization,0.4646538496017456,0.0
462904,0,0.7712059020996094,localization,0.3607056736946106,0.0
462904,0,0.7380202412605286,duplicate,0.742041289806366,0.0
462904,2,0.6859732866287231,background,0.0,
462904,2,0.6643283367156982,background,0.0415654331445694,
462904,2,0.6392711997032166,background,0.001728275790810585,
462904,0,0.5303534269332886,background,0.0,
462904,2,0.5074906349182129,background,0.002175732748582959,
462904,2,0.48978766798973083,background,0.009325666353106499,
462904,0,0.4742010533809662,localization,0.2522195875644684,0.0
389532,6,0.4948626160621643,background,0.0,
389532,6,0.4019189774990082,background,0.0,
389532,6,0.4017593562602997,background,0.0,
158744,2,0.8464998006820679,background,0.0,
158744,0,0.6400051712989807,background,0.0,
158744,0,0.534493625164032,background,0.0,
158744,0,0.47036710381507874,background,0.0,
